"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"PUMPKIN VINE",NA,"PUMPKIN VINE","PAULDING",NA,NA,"GA","1837",FALSE,"1866","7",47075,"Paulding","PUMPKIN VINE","PAULDING","GA","356482","Church","Pumpkin Vine Baptist Church","Paulding","33.8939925","-84.8824411","296","971",TRUE,NA
"PURSLEY",NA,"PURSLEY","GREENE",NA,NA,"PA","1853",TRUE,"1859","8",47119,"Greene","PURSLEY","GREENE","PA","1184503","Church","Pursley Church","Greene","39.8211877","-80.257569","331","1086",TRUE,NA
"RADER",NA,"RADER","MARIES",NA,NA,"MO","1922",TRUE,"1922","5",47371,"Maries","RADER","MARIES","MO","725053","Church","Rader Church","Maries","38.249487","-91.9304464","289","948",TRUE,NA
"RAMAH",NA,"RAMAH","YORK",NA,NA,"SC","1899",TRUE,"1902","6",47462,"York","RAMAH","YORK","SC","1250290","Church","Ramah Presbyterian Church","York","35.0851336","-81.3461922","242","794",TRUE,NA
"RED CREEK",NA,"RED CREEK","JACKSON",NA,NA,"MS","1871",TRUE,"1872","9",47834,"Jackson","RED CREEK","JACKSON","MS","694528","Church","Red Creek Church","Jackson","30.7168576","-88.7569739","29","95",TRUE,NA
"RED OAK",NA,"RED OAK","CALHOUN",NA,NA,"FL","1890",TRUE,"1891","6",47877,"Calhoun","RED OAK","CALHOUN","FL","289549","Church","Red Oak Church","Calhoun","30.4624172","-85.1449197","35","115",TRUE,NA
"REEDY SPRINGS",NA,"REEDY SPRINGS","LAURENS",NA,NA,"GA","1873",TRUE,"1901","5",48048,"Laurens","REEDY SPRINGS","LAURENS","GA","321475","Church","Reedy Springs Baptist Church","Laurens","32.3837817","-82.9976457","94","308",TRUE,NA
"REELFOOT",NA,"REELFOOT","OBION",NA,NA,"TN","1851",TRUE,"1855","8",48050,"Obion","REELFOOT","OBION","TN","1299170","Church","Reelfoot Church","Obion","36.4706191","-89.2486804","94","308",TRUE,NA
"REESE",NA,"REESE","COAHOMA",NA,NA,"MS","1902",TRUE,"1914","4",48059,"Coahoma","REESE","COAHOMA","MS","689334","Church","Reese Church (historical)","Coahoma","34.2953858","-90.5009319","53","174",TRUE,NA
"REHOBOTH",NA,"REHOBOTH","MCCORMICK",NA,NA,"SC","1837",FALSE,"1909","4",48112,"McCormick","REHOBOTH","MCCORMICK","SC","1250338","Church","Rehoboth Church","McCormick","33.8415173","-82.1465096","112","367",TRUE,NA
"RIDGE",NA,"RIDGE","SCOTT",NA,NA,"MS","1897",TRUE,"1904","5",48610,"Scott","RIDGE","SCOTT","MS","676655","Church","Ridge Church","Scott","32.5551394","-89.4750685","127","417",TRUE,NA
"RIDGE ROAD",NA,"RIDGE ROAD","NIAGARA",NA,NA,"NY","1861",TRUE,"1901","3",48619,"Niagara","RIDGE ROAD","NIAGARA","NY","962499","Church","Ridge Road Church","Niagara","43.2464459","-78.6480869","124","407",TRUE,NA
"RIVERSIDE",NA,"RIVERSIDE","BERRIEN",NA,NA,"GA","1873",TRUE,"1877","7",48900,"Berrien","RIVERSIDE","BERRIEN","GA","321646","Church","Riverside Church","Berrien","31.2390908","-83.051816","69","226",TRUE,NA
"ROCK SPRING",NA,"ROCK SPRING","PICKENS",NA,NA,"SC","1823",TRUE,"1833","8",49202,"Pickens","ROCK SPRING","PICKENS","SC","1250429","Church","Rock Spring Baptist Church","Pickens","34.82345","-82.5517962","318","1043",TRUE,NA
"ROCKY HAMMOCK",NA,"ROCKY HAMMOCK","LEVY",NA,NA,"FL","1859",TRUE,"1860","8",49345,"Levy","ROCKY HAMMOCK","LEVY","FL","289904","Church","Rocky Hammock Church","Levy","29.3660745","-82.8628964","8","26",TRUE,NA
"ROSCOE",NA,"ROSCOE","BOONE",NA,NA,"AR","1886",TRUE,"1889","7",49590,"Boone","ROSCOE","BOONE","AR","54188","Church","Roscoe Church","Boone","36.3275689","-93.2904596","357","1171",TRUE,NA
"ROSEBERRY",NA,"ROSEBERRY","KNOX",NA,NA,"TN","1858",TRUE,"1882","5",49634,"Knox","ROSEBERRY","KNOX","TN","1300092","Church","Roseberry Church","Knox","36.0809175","-83.7601807","297","974",TRUE,NA
"ROSEDALE",NA,"ROSEDALE","DAVIDSON",NA,NA,"TN","1872",TRUE,"1880","6",49655,"Davidson","ROSEDALE","DAVIDSON","TN","1306972","Church","Rosedale Church","Davidson","36.1242246","-86.7566652","164","538",TRUE,NA
"ROSELAND",NA,"ROSELAND","CAMBRIA",NA,NA,"PA","1826",FALSE,"1865","5",49678,"Cambria","ROSELAND","CAMBRIA","PA","1185470","Church","Roseland Church","Cambria","40.7092295","-78.47252","509","1670",TRUE,NA
"ROSSMERE",NA,"ROSSMERE","CHICOT",NA,NA,"AR","1887",TRUE,"1895","7",49783,"Chicot","ROSSMERE","CHICOT","AR","54226","Church","Rossmere Church","Chicot","33.3795602","-91.2337236","37","121",TRUE,NA
"RUNS",NA,"RUNS","AIKEN",NA,NA,"SC","1880",FALSE,"1888","7",50086,"Aiken","RUNS","AIKEN","SC","1250488","Church","Runs Church","Aiken","33.4098626","-81.8292794","104","341",TRUE,NA
"SAINT JOHNS",NA,"SAINT JOHNS","ROCKLAND",NA,NA,"NY","1883",TRUE,"1915","3",50526,"Rockland","SAINT JOHNS","ROCKLAND","NY","963634","Church","Saint Johns Catholic Church","Rockland","41.051208","-73.9190254","3","10",TRUE,NA
"SAINT LUKE",NA,"SAINT LUKE","NEWBERRY",NA,NA,"SC","1892",TRUE,"1899","6",50562,"Newberry","SAINT LUKE","NEWBERRY","SC","1250576","Church","Saint Luke Lutheran Church","Newberry","34.1679178","-81.5728832","177","581",TRUE,NA
"SAINTS REST",NA,"SAINTS REST","SUNFLOWER",NA,NA,"MS","1882",TRUE,"1906","5",50618,"Sunflower","SAINTS REST","SUNFLOWER","MS","677260","Church","Saints Rest Church","Sunflower","33.4706724","-90.7392608","38","125",TRUE,NA
"SALEM",NA,"SALEM","SUMTER",NA,NA,"SC","1800",TRUE,"1866","5",50662,"Sumter","SALEM","SUMTER","SC","1244688","Church","Salem Baptist Church","Sumter","33.9076578","-80.3464695","50","164",TRUE,NA
"SATILLA",NA,"SATILLA","WAYNE",NA,NA,"GA","1857",TRUE,"1866","8",51169,"Wayne","SATILLA","WAYNE","GA","322574","Church","Satilla Church","Wayne","31.5752126","-81.9981708","40","131",TRUE,NA
"SCIENCEVILLE",NA,"SCIENCEVILLE","STEWART",NA,NA,"GA","1850",FALSE,"1901","4",51439,"Stewart","SCIENCEVILLE","STEWART","GA","322634","Church","Scienceville Church","Stewart","31.9523809","-84.8682579","164","538",TRUE,NA
"SEMINARY",NA,"SEMINARY","OUACHITA",NA,NA,"AR","1848",FALSE,"1905","4",51836,"Ouachita","SEMINARY","OUACHITA","AR","54670","Church","Seminary Church","Ouachita","33.4378986","-93.0884994","91","299",TRUE,NA
"SETTENDOWN",NA,"SETTENDOWN","FORSYTH",NA,NA,"GA","1880",TRUE,"1896","6",51916,"Forsyth","SETTENDOWN","FORSYTH","GA","322712","Church","Settendown Baptist Church","Forsyth","34.2831528","-84.0774113","385","1263",TRUE,NA
"SHADELAND",NA,"SHADELAND","MORGAN",NA,NA,"TN","1902",TRUE,"1920","3",51997,"Morgan","SHADELAND","MORGAN","TN","1301150","Church","Shadeland Church","Morgan","36.2550736","-84.7974481","462","1516",TRUE,NA
"SHADY GROVE",NA,"SHADY GROVE","CALHOUN",NA,NA,"AL","1839",TRUE,"1840","9",52016,"Calhoun","SHADY GROVE","CALHOUN","AL","160584","Church","Shady Grove Congregational Methodist Church","Calhoun","33.9464896","-85.7013528","203","666",TRUE,NA
"SHADY GROVE",NA,"SHADY GROVE","RUSSELL",NA,NA,"AL","1836",TRUE,"1838","9",52020,"Russell","SHADY GROVE","RUSSELL","AL","126602","Church","Shady Grove Church","Russell","32.1559852","-85.3077172","100","328",TRUE,NA
"SHADY HILL",NA,"SHADY HILL","COVINGTON",NA,NA,"AL","1916",TRUE,"1916","7",52027,"Covington","SHADY HILL","COVINGTON","AL","160589","Church","Shady Hill Church","Covington","31.1515645","-86.5385664","83","272",TRUE,NA
"SHAVERTOWN",NA,"SHAVERTOWN","DELAWARE",NA,NA,"NY","1828",TRUE,"1954","1",52172,"Delaware","SHAVERTOWN","DELAWARE","NY","964965","Church","Shavertown Church","Delaware","42.0623104","-74.818215","436","1430",TRUE,NA
"SHERWOOD",NA,"SHERWOOD","ST. LOUIS",NA,NA,"MO","1899",TRUE,"1904","5",52419,"St. Louis","SHERWOOD","ST. LOUIS","MO","2468094","Church","Sherwood Baptist Church","St. Louis","38.5752","-90.3724","188","617",TRUE,NA
"SHILOH",NA,"SHILOH","ASHLEY",NA,NA,"AR","1856",TRUE,"1867","7",52450,"Ashley","SHILOH","ASHLEY","AR","54784","Church","Shiloh Church","Ashley","33.3362279","-91.7870733","62","203",TRUE,NA
"SHILOH",NA,"SHILOH","TROUP",NA,NA,"GA","1835",TRUE,"1842","9",52454,"Troup","SHILOH","TROUP","GA","322879","Church","Shiloh Church","Troup","33.1859541","-85.0216056","211","692",TRUE,NA
"SHILOH",NA,"SHILOH","YAZOO",NA,NA,"MS","1882",TRUE,"1885","7",52459,"Yazoo","SHILOH","YAZOO","MS","677687","Church","Shiloh Church","Yazoo","32.8959651","-90.2303659","101","331",TRUE,NA
"SHINGLE CREEK",NA,"SHINGLE CREEK","OSCEOLA",NA,NA,"FL","1873",TRUE,"1878","6",52479,"Osceola","SHINGLE CREEK","OSCEOLA","FL","291055","Church","Shingle Creek Church","Osceola","28.3158438","-81.4634052","26","85",TRUE,NA
"SHOAL CREEK",NA,"SHOAL CREEK","HALL",NA,NA,"GA","1855",TRUE,"1867","8",52548,"Hall","SHOAL CREEK","HALL","GA","1687065","Church","Shoal Creek Church (historical)","Hall","34.1828773","-84.0349087","345","1132",TRUE,NA
"SIDELING HILL",NA,"SIDELING HILL","FULTON",NA,NA,"PA","1862",TRUE,"1919","3",52715,"Fulton","SIDELING HILL","FULTON","PA","1187649","Church","Sideling Hill Church","Fulton","39.9070317","-78.1536189","250","820",TRUE,NA
"SILVER HILL",NA,"SILVER HILL","HAMPTON",NA,NA,"SC","1879",TRUE,"1880","8",52833,"Hampton","SILVER HILL","HAMPTON","SC","1246898","Church","Silver Hill Church","Hampton","32.8210001","-81.164549","31","102",TRUE,NA
"SIMON",NA,"SIMON","WAYNE",NA,NA,"PA","1884",TRUE,"1907","4",52911,"Wayne","SIMON","WAYNE","PA","1197813","Church","Simon Church (historical)","Wayne","41.4920283","-75.4440712","447","1467",TRUE,NA
"SIMONTON",NA,"SIMONTON","TIPTON",NA,NA,"TN","1897",TRUE,"1904","6",52913,"Tipton","SIMONTON","TIPTON","TN","1317206","Church","Simonton Church","Tipton","35.4898046","-89.8395281","126","413",TRUE,NA
"SKULL SHOALS",NA,"SKULL SHOALS","CHEROKEE",NA,NA,"SC","1858",FALSE,"1894","6",53098,"Cherokee","SKULL SHOALS","CHEROKEE","SC","1250925","Church","Skull Shoals Baptist Church","Cherokee","34.8790215","-81.5298179","150","492",TRUE,NA
"SLABTOWN",NA,"SLABTOWN","ANDERSON",NA,NA,"SC","1828",TRUE,"1868","7",53109,"Anderson","SLABTOWN","ANDERSON","SC","1253398","Church","Slabtown Presbyterian Church (historical)","Anderson","34.7073353","-82.6181895","275","902",TRUE,NA
"SMYRNA",NA,"SMYRNA","KERSHAW",NA,NA,"SC","1886",TRUE,"1889","6",53415,"Kershaw","SMYRNA","KERSHAW","SC","1226714","Church","Smyrna Church","Kershaw","34.1815386","-80.6959165","78","256",TRUE,NA
"SOUTH BRADFORD",NA,"SOUTH BRADFORD","ORANGE",NA,NA,"VT","1851",TRUE,"1858","7",53759,"Orange","SOUTH BRADFORD","ORANGE","VT","1459569","Church","South Bradford Church","Orange","43.9978444","-72.1953702","321","1053",TRUE,NA
"SOUTH SALUDA",NA,"SOUTH SALUDA","GREENVILLE",NA,NA,"SC","1851",TRUE,"1854","5",54165,"Greenville","SOUTH SALUDA","GREENVILLE","SC","1226770","Church","South Saluda Church","Greenville","35.0587284","-82.5692918","332","1089",TRUE,NA
"SPRING CREEK",NA,"SPRING CREEK","WEBSTER",NA,NA,"MS","1879",TRUE,"1908","5",54589,"Webster","SPRING CREEK","WEBSTER","MS","682828","Church","Spring Creek Baptist Church","Webster","33.6353968","-89.150065","157","515",TRUE,NA
"SPRING WARRIOR",NA,"SPRING WARRIOR","TAYLOR",NA,NA,"FL","1878",TRUE,"1909","4",54678,"Taylor","SPRING WARRIOR","TAYLOR","FL","291568","Church","Spring Warrior Church","Taylor","30.0196593","-83.5254233","17","56",TRUE,NA
"SPRINGBANK",NA,"SPRINGBANK","WASHINGTON",NA,NA,"AL","1906",TRUE,"1908","6",54679,"Washington","SPRINGBANK","WASHINGTON","AL","153522","Church","Springbank Church","Washington","31.4654434","-88.3091807","95","312",TRUE,NA
"SPRINGFIELD",NA,"SPRINGFIELD","SCOTT",NA,NA,"MS","1888",TRUE,"1890","7",54705,"Scott","SPRINGFIELD","SCOTT","MS","694877","Church","Springfield Church","Scott","32.2662582","-89.6570168","127","417",TRUE,NA
"STANLEY",NA,"STANLEY","MORRIS",NA,NA,"NJ","1868",FALSE,"1925","3",54933,"Morris","STANLEY","MORRIS","NJ","2052785","Church","Stanley Congregational Church","Morris","40.7359342","-74.385429","94","308",TRUE,NA
"STETSON",NA,"STETSON","VOLUSIA",NA,NA,"FL","1895",TRUE,"1906","5",55271,"Volusia","STETSON","VOLUSIA","FL","291684","Church","Stetson Baptist Church","Volusia","29.03554","-81.3236743","25","82",TRUE,NA
"STOUTS MOUNTAIN",NA,"STOUTS MOUNTAIN","CULLMAN",NA,NA,"AL","1901",TRUE,"1914","4",55591,"Cullman","STOUTS MOUNTAIN","CULLMAN","AL","153586","Church","Stouts Mountain Baptist Church","Cullman","34.0348222","-86.8366664","278","912",TRUE,NA
"SUMMER HILL",NA,"SUMMER HILL","DALE",NA,NA,"AL","1857",TRUE,"1866","7",55941,"Dale","SUMMER HILL","DALE","AL","133557","Church","Summer Hill Church (historical)","Dale","31.3493378","-85.7043803","109","358",TRUE,NA
"SUNRISE",NA,"SUNRISE","BOLIVAR",NA,NA,"MS","1884",TRUE,"1886","6",56104,"Bolivar","SUNRISE","BOLIVAR","MS","678434","Church","Sunrise Church","Bolivar","34.0609421","-90.7756576","48","157",TRUE,NA
"SURLES",NA,"SURLES","CRENSHAW",NA,NA,"AL","1891",FALSE,"1904","5",56150,"Crenshaw","SURLES","CRENSHAW","AL","127567","Church","Surles Church","Crenshaw","32.0057043","-86.3413561","171","561",TRUE,NA
"SWEET SPRINGS",NA,"SWEET SPRINGS","NEWBERRY",NA,NA,"SC","1857",TRUE,"1858","9",56331,"Newberry","SWEET SPRINGS","NEWBERRY","SC","1251091","Church","Sweet Springs Church","Newberry","34.3212487","-81.645107","154","505",TRUE,NA
"TALLEY",NA,"TALLEY","ST. TAMMANY",NA,NA,"LA","1899",TRUE,"1903","6",56606,"Saint Tammany","TALLEY","ST. TAMMANY","LA","1628328","Church","Talley Church","St. Tammany","30.6551891","-89.9609091","27","89",TRUE,NA
"TAMPA BAY",NA,"TAMPA BAY","HILLSBOROUGH",NA,NA,"FL","1831",TRUE,"1834","9",56666,"Hillsboro","TAMPA BAY","HILLSBOROUGH","FL","302094","Church","Tampa Bay Baptist Church","Hillsborough","27.9377997","-82.4720392","6","20",TRUE,NA
"TAW CAW",NA,"TAW CAW","CLARENDON",NA,NA,"SC","1881",TRUE,"1883","7",56808,"Clarendon","TAW CAW","CLARENDON","SC","1251123","Church","Taw Caw Baptist Church","Clarendon","33.6079407","-80.3345284","40","131",TRUE,NA
"TECHE",NA,"TECHE","ST. MARY",NA,NA,"LA","1899",TRUE,"1910","4",56887,"Saint Mary","TECHE","ST. MARY","LA","1628340","Church","Teche Church","St. Mary","29.7588181","-91.4134418","2","7",TRUE,NA
"THORNSBERRY",NA,"THORNSBERRY","WASHINGTON",NA,NA,"AR","1902",TRUE,"1906","6",57283,"Washington","THORNSBERRY","WASHINGTON","AR","73865","Church","Thornsberry Church","Washington","36.1986901","-94.3213207","329","1079",TRUE,NA
"TILLOU",NA,"TILLOU","MOREHOUSE",NA,NA,"LA","1891",TRUE,"1922","3",57457,"Morehouse","TILLOU","MOREHOUSE","LA","539937","Church","Tillou Church","Morehouse","32.9862388","-91.7826257","40","131",TRUE,NA
"TOMNOLEN",NA,"TOMNOLEN","WEBSTER",NA,NA,"MS","1889",TRUE,"1983","1",57720,"Webster","TOMNOLEN","WEBSTER","MS","682865","Church","Tomnolen Baptist Church","Webster","33.4848451","-89.3620147","108","354",TRUE,NA
"TOWNLEY",NA,"TOWNLEY","UNION",NA,NA,"NJ","1904",TRUE,"1910","4",57864,"Union","TOWNLEY","UNION","NJ","881224","Church","Townley Church","Union","40.6834355","-74.246535","16","52",TRUE,NA
"TOXAWAY",NA,"TOXAWAY","OCONEE",NA,NA,"SC","1854",FALSE,"1896","5",57891,"Oconee","TOXAWAY","OCONEE","SC","1243186","Church","Toxaway Church (historical)","Oconee","34.6723187","-83.1690452","274","899",TRUE,NA
"TRACE CREEK",NA,"TRACE CREEK","HUMPHREYS",NA,NA,"TN","1831",FALSE,"1847","6",57899,"Humphreys","TRACE CREEK","HUMPHREYS","TN","1644759","Church","Trace Creek Baptist Church","Humphreys","36.0347825","-87.9391977","142","466",TRUE,NA
"TRANSIT BRIDGE",NA,"TRANSIT BRIDGE","ALLEGANY",NA,NA,"NY","1849",FALSE,"1905","5",57948,"Allegany","TRANSIT BRIDGE","ALLEGANY","NY","967752","Church","Transit Bridge Church","Allegany","42.297012","-78.0727853","395","1296",TRUE,NA
"TRINITY",NA,"TRINITY","LAURENS",NA,NA,"SC","1891",TRUE,"1893","7",58097,"Laurens","TRINITY","LAURENS","SC","1251214","Church","Trinity Church","Laurens","34.5176211","-82.0942677","224","735",TRUE,NA
"TRIUNE",NA,"TRIUNE","YAZOO",NA,NA,"MS","1881",TRUE,"1883","7",58122,"Yazoo","TRIUNE","YAZOO","MS","678890","Church","Triune Church","Yazoo","32.8579101","-90.5092599","32","105",TRUE,NA
"TUCKAHOE",NA,"TUCKAHOE","KNOX",NA,NA,"TN","1891",TRUE,"1906","5",58250,"Knox","TUCKAHOE","KNOX","TN","1296450","Church","Tuckahoe Church","Knox","35.9873089","-83.6948977","278","912",TRUE,NA
"TUGALOO",NA,"TUGALOO","OCONEE",NA,NA,"SC","1880",TRUE,"1901","5",58289,"Oconee","TUGALOO","OCONEE","SC","1227224","Church","Tugaloo Church","Oconee","34.6214863","-83.2309918","216","709",TRUE,NA
"TURNBULL",NA,"TURNBULL","DICKSON",NA,NA,"TN","1858",FALSE,"1903","4",58418,"Dickson","TURNBULL","DICKSON","TN","1304203","Church","Turnbull Baptist Church","Dickson","35.995896","-87.2311201","218","715",TRUE,NA
"TWELVE CORNERS",NA,"TWELVE CORNERS","LAMAR",NA,NA,"AL","1891",TRUE,"1894","6",58527,"Lamar","TWELVE CORNERS","LAMAR","AL","153425","Church","Twelve Corners Church","Lamar","33.7553887","-88.2066996","114","374",TRUE,NA
"TWO BAYOU","TWO BAYOUS","TWO BAYOU(S)","OUACHITA",NA,NA,"AR","1851",FALSE,"1871","7",58564,"Ouachita","TWO BAYOU","OUACHITA","AR","55762","Church","Two Bayou Church","Ouachita","33.5448376","-92.9623869","60","197",TRUE,NA
"UNION",NA,"UNION","COLUMBIA",NA,NA,"FL","1886",TRUE,"1886","6",58742,"Columbia","UNION","COLUMBIA","FL","292661","Church","Union Church","Columbia","30.2666171","-82.7142923","30","98",TRUE,NA
"UNION",NA,"UNION","CRAWFORD",NA,NA,"GA","1844",TRUE,"1847","9",58744,"Crawford","UNION","CRAWFORD","GA","317229","Church","Union Church","Crawford","32.6523664","-83.8807417","162","531",TRUE,NA
"UNITY",NA,"UNITY","CULLMAN",NA,NA,"AL","1890",TRUE,"1904","5",58857,"Cullman","UNITY","CULLMAN","AL","128361","Church","Unity Baptist Church","Cullman","34.160653","-86.701663","236","774",TRUE,NA
"VALLEY",NA,"VALLEY","MIFFLIN",NA,NA,"PA","1826",TRUE,"1851","5",59089,"Mifflin","VALLEY","MIFFLIN","PA","1190291","Church","Valley Church","Mifflin","40.6125706","-77.6997168","263","863",TRUE,NA
"VERO",NA,"VERO","INDIAN RIVER",NA,NA,"FL","1891",TRUE,"1925","1",59459,"Indian River","VERO","INDIAN RIVER","FL","303167","Church","Vero Christian Church","Indian River","27.6294771","-80.3817176","1","3",TRUE,NA
"VINESVILLE",NA,"VINESVILLE","JEFFERSON",NA,NA,"AL","1858",TRUE,"1867","8",59686,"Jefferson","VINESVILLE","JEFFERSON","AL","151330","Church","Vinesville Baptist Church","Jefferson","33.4809402","-86.8969362","178","584",TRUE,NA
"VOSHOLL",NA,"VOSHOLL","OSAGE",NA,NA,"MO","1900",TRUE,"1923","3",59818,"Osage","VOSHOLL","OSAGE","MO","743804","Church","Vosholl Church (historical)","Osage","38.5280966","-91.8901759","255","837",TRUE,NA
"WACO",NA,"WACO","SMITH",NA,NA,"MS","1895",TRUE,"1905","5",59855,"Smith","WACO","SMITH","MS","679230","Church","Waco Church","Smith","31.9032139","-89.5297907","143","469",TRUE,NA
"WALNUT CREEK",NA,"WALNUT CREEK","LINCOLN",NA,NA,"LA","1875",TRUE,"1884","6",60145,"Lincoln","WALNUT CREEK","LINCOLN","LA","540219","Church","Walnut Creek Church","Lincoln","32.5529285","-92.8068211","99","325",TRUE,NA
"WALNUT GROVE",NA,"WALNUT GROVE","MONTGOMERY",NA,NA,"TN","1819",TRUE,"1827","8",60154,"Montgomery","WALNUT GROVE","MONTGOMERY","TN","1304358","Church","Walnut Grove Church","Montgomery","36.5772706","-87.4619552","171","561",TRUE,NA
"WALNUT LAKE",NA,"WALNUT LAKE","TUNICA",NA,NA,"MS","1853",TRUE,"1858","8",60177,"Tunica","WALNUT LAKE","TUNICA","MS","674567","Church","Walnut Lake Church","Tunica","34.578993","-90.271762","55","180",TRUE,NA
"WANAMAKER",NA,"WANAMAKER","HORRY",NA,NA,"SC","1889",TRUE,"1904","5",60261,"Horry","WANAMAKER","HORRY","SC","1251319","Church","Wanamaker Church","Horry","34.2048887","-79.0633676","27","89",TRUE,NA
"WAR CREEK",NA,"WAR CREEK","HANCOCK",NA,NA,"TN","1857",TRUE,"1872","7",60289,"Hancock","WAR CREEK","HANCOCK","TN","1304369","Church","War Creek Church","Hancock","36.4592558","-83.2393411","376","1234",TRUE,NA
"WATERMELON",NA,"WATERMELON","TATTNALL",NA,NA,"GA","1852",FALSE,"1860","8",60609,"Tattnall","WATERMELON","TATTNALL","GA","324901","Church","Watermelon Church","Tattnall","31.9277018","-82.020674","45","148",TRUE,NA
"WAYSIDE",NA,"WAYSIDE","RUTHERFORD",NA,NA,"TN","1880",TRUE,"1903","5",60810,"Rutherford","WAYSIDE","RUTHERFORD","TN","1304424","Church","Wayside Church","Rutherford","35.7197908","-86.3572149","207","679",TRUE,NA
"WEKIWA SPRINGS",NA,"WEKIWA SPRINGS","ORANGE",NA,NA,"FL","1906",TRUE,"1910","4",60962,"Orange","WEKIWA SPRINGS","ORANGE","FL","299608","Church","Wekiwa Springs Baptist Church","Orange","28.7058298","-81.4192364","18","59",TRUE,NA
"WELLS VALLEY",NA,"WELLS VALLEY","FULTON",NA,NA,"PA","1836",TRUE,"1838","8",61049,"Fulton","WELLS VALLEY","FULTON","PA","1190815","Church","Wells Valley Church","Fulton","40.0936941","-78.1219513","342","1122",TRUE,NA
"WEST JUNIUS",NA,"WEST JUNIUS","SENECA",NA,NA,"NY","1846",TRUE,"1902","3",61562,"Seneca/Ontario","WEST JUNIUS","SENECA","NY","970769","Church","West Junius Church","Seneca","42.9703419","-76.9413532","147","482",TRUE,NA
"WHITEWATER",NA,"WHITEWATER","OCONEE",NA,NA,"SC","1880",TRUE,"1881","7",62449,"Oconee","WHITEWATER","OCONEE","SC","1243230","Church","Whitewater Church (historical)","Oconee","34.991477","-83.0270921","559","1834",TRUE,NA
"WOLF CREEK",NA,"WOLF CREEK","SCOTT",NA,NA,"TN","1869",TRUE,"1875","6",63327,"Scott","WOLF CREEK","SCOTT","TN","1274956","Church","Wolf Creek Church","Scott","36.3142441","-84.5846632","398","1306",TRUE,NA
"WOLF FORK",NA,"WOLF FORK","RABUN",NA,NA,"GA","1890",FALSE,"1913","4",63336,"Rabun","WOLF FORK","RABUN","GA","330337","Church","Wolf Fork Church","Rabun","34.9345363","-83.4268248","674","2211",TRUE,NA
"WOODLAWN",NA,"WOODLAWN","DUVAL",NA,NA,"FL","1884",TRUE,"1887","6",63484,"Duval","WOODLAWN","DUVAL","FL","2476637","Church","Woodlawn Presbyterian Church","Duval","30.378714","-81.7173","6","20",TRUE,NA
"WOODLEY",NA,"WOODLEY","MONTGOMERY",NA,NA,"AL","1880",TRUE,"1898","6",63494,"Montgomery","WOODLEY","MONTGOMERY","AL","142955","Church","Woodley Baptist Church","Montgomery","32.3326395","-86.2744121","66","217",TRUE,NA
"WORLEY",NA,"WORLEY","DICKSON",NA,NA,"TN","1890",TRUE,"1891","6",63665,"Dickson","WORLEY","DICKSON","TN","1304682","Church","Worley Church","Dickson","36.064783","-87.4369579","245","804",TRUE,NA
"WYATT",NA,"WYATT","UNION",NA,NA,"AR","1898",TRUE,"1900","7",63780,"Union","WYATT","UNION","AR","59901","Church","Wyatt Baptist Church","Union","33.2076307","-92.7340485","78","256",TRUE,NA
"YONAH",NA,"YONAH","BANKS",NA,NA,"GA","1894",TRUE,"1907","5",64005,"Banks","YONAH","BANKS","GA","330406","Church","Yonah Church","Banks","34.425934","-83.6179515","404","1325",TRUE,NA
"ZEBEDEE",NA,"ZEBEDEE","RICHLAND",NA,NA,"LA","1935",TRUE,"1941","2",64163,"Richland","ZEBEDEE","RICHLAND","LA","540586","Church","Zebedee Church","Richland","32.4062553","-91.6848457","23","75",TRUE,NA
"ZION",NA,"ZION","LOWNDES",NA,NA,"MS","1878",TRUE,"1886","6",64248,"Lowndes","ZION","LOWNDES","MS","674890","Church","Zion Church","Lowndes","33.425675","-88.3317036","89","292",TRUE,NA
"ZION HILL",NA,"ZION HILL","HAMILTON",NA,NA,"TN","1848",TRUE,"1866","7",64252,"Hamilton","ZION HILL","HAMILTON","TN","1303975","Church","Zion Hill Church","Hamilton","35.0150753","-85.0277264","264","866",TRUE,NA
"CANADOCHLY",NA,"CANADOCHLY","YORK",NA,NA,"PA","1827",TRUE,"1828","8",8671,"York","CANADOCHLY","YORK","PA","1171147","Church","Canadochly Church","York","39.9717653","-76.5613544","160","525",TRUE,NA
"CHAPPEPEELA",NA,"CHAPPEPEELA","TANGIPAHOA",NA,NA,"LA","1912",TRUE,"1916","5",10125,"Tangipahoa","CHAPPEPEELA","TANGIPAHOA","LA","533879","Church","Chappepeela Church","Tangipahoa","30.7449077","-90.4184239","47","154",TRUE,NA
"CONECUH RIVER",NA,"CONECUH RIVER","COVINGTON",NA,NA,"AL","1859",TRUE,"1896","5",12229,"Covington","CONECUH RIVER","COVINGTON","AL","159441","Church","Conecuh River Church","Covington","31.20934","-86.629959","43","141",TRUE,NA
"CROOKED BAYOU",NA,"CROOKED BAYOU","CHICOT",NA,NA,"AR","1921",TRUE,"1922","6",13491,"Chicot","CROOKED BAYOU","CHICOT","AR","48166","Church","Crooked Bayou Church","Chicot","33.2928955","-91.3731723","36","118",TRUE,NA
